"api_path","_time","avg_sec_raw","p95_sec_raw","p99_sec_raw","avg_sec","current_p95_sec",latestTime,"p95_sec","p99_sec","perf_band"
"/getsummaryoflocations","2025-11-24T13:25:00.000-0600","4.672","4.6720","4.6720","4.7","4.7",1764012300,"4.7","4.7",slow
"/getOrderDateAvailability","2025-11-18T11:25:00.000-0600","6.765","6.7650","6.7650","6.8","4.3",1764102300,"6.8","6.8",slow
"/getOrderDateAvailability","2025-11-18T12:00:00.000-0600","2.84","2.8400","2.8400","2.8","4.3",1764102300,"2.8","2.8",slow
"/getOrderDateAvailability","2025-11-18T12:35:00.000-0600","6.003","6.0030","6.0030","6.0","4.3",1764102300,"6.0","6.0",slow
"/getOrderDateAvailability","2025-11-18T13:35:00.000-0600","6.535","6.5350","6.5350","6.5","4.3",1764102300,"6.5","6.5",slow
"/getOrderDateAvailability","2025-11-19T09:00:00.000-0600","14.075","15.768","15.918","14.1","4.3",1764102300,"15.8","15.9",slow
"/getOrderDateAvailability","2025-11-19T10:00:00.000-0600","11.586","11.586","11.586","11.6","4.3",1764102300,"11.6","11.6",slow
"/getOrderDateAvailability","2025-11-19T14:25:00.000-0600","8.851","8.8510","8.8510","8.9","4.3",1764102300,"8.9","8.9",slow
"/getOrderDateAvailability","2025-11-19T15:40:00.000-0600","3.631","3.6310","3.6310","3.6","4.3",1764102300,"3.6","3.6",slow
"/getOrderDateAvailability","2025-11-19T15:50:00.000-0600","7.45","7.4500","7.4500","7.5","4.3",1764102300,"7.5","7.5",slow
"/getOrderDateAvailability","2025-11-19T17:05:00.000-0600","5.839","5.8390","5.8390","5.8","4.3",1764102300,"5.8","5.8",slow
"/getOrderDateAvailability","2025-11-20T07:35:00.000-0600","5.003","5.0030","5.0030","5.0","4.3",1764102300,"5.0","5.0",slow
"/getOrderDateAvailability","2025-11-20T10:10:00.000-0600","4.688","4.6880","4.6880","4.7","4.3",1764102300,"4.7","4.7",slow
"/getOrderDateAvailability","2025-11-20T11:10:00.000-0600","4.3575","4.7558","4.7912","4.4","4.3",1764102300,"4.8","4.8",slow
"/getOrderDateAvailability","2025-11-20T12:00:00.000-0600","5.235","5.2350","5.2350","5.2","4.3",1764102300,"5.2","5.2",slow
"/getOrderDateAvailability","2025-11-20T12:05:00.000-0600","2.804","2.8040","2.8040","2.8","4.3",1764102300,"2.8","2.8",slow
"/getOrderDateAvailability","2025-11-20T13:05:00.000-0600","4.234999999999999","4.6211","4.6554","4.2","4.3",1764102300,"4.6","4.7",slow
"/getOrderDateAvailability","2025-11-20T13:30:00.000-0600","7.276","7.2760","7.2760","7.3","4.3",1764102300,"7.3","7.3",slow
"/getOrderDateAvailability","2025-11-20T14:10:00.000-0600","5.318","5.3180","5.3180","5.3","4.3",1764102300,"5.3","5.3",slow
"/getOrderDateAvailability","2025-11-20T15:20:00.000-0600","5.401","5.4010","5.4010","5.4","4.3",1764102300,"5.4","5.4",slow
"/getOrderDateAvailability","2025-11-21T08:50:00.000-0600","4.72","4.7200","4.7200","4.7","4.3",1764102300,"4.7","4.7",slow
"/getOrderDateAvailability","2025-11-21T08:55:00.000-0600","2.8609999999999998","3.3128","3.3530","2.9","4.3",1764102300,"3.3","3.4",slow
"/getOrderDateAvailability","2025-11-23T12:00:00.000-0600","6.875","6.8750","6.8750","6.9","4.3",1764102300,"6.9","6.9",slow
"/getOrderDateAvailability","2025-11-24T11:45:00.000-0600","5.381","5.3810","5.3810","5.4","4.3",1764102300,"5.4","5.4",slow
"/getOrderDateAvailability","2025-11-25T09:30:00.000-0600","6.522","6.5742","6.5788","6.5","4.3",1764102300,"6.6","6.6",slow
"/getOrderDateAvailability","2025-11-25T13:00:00.000-0600","3.643","3.6430","3.6430","3.6","4.3",1764102300,"3.6","3.6",slow
"/getOrderDateAvailability","2025-11-25T13:05:00.000-0600","3.032","3.1742","3.1868","3.0","4.3",1764102300,"3.2","3.2",slow
"/getOrderDateAvailability","2025-11-25T13:10:00.000-0600","5.36","5.3600","5.3600","5.4","4.3",1764102300,"5.4","5.4",slow
"/getOrderDateAvailability","2025-11-25T13:15:00.000-0600","3.989","4.1915","4.2095","4.0","4.3",1764102300,"4.2","4.2",slow
"/getOrderDateAvailability","2025-11-25T13:20:00.000-0600","2.73","2.7300","2.7300","2.7","4.3",1764102300,"2.7","2.7",slow
"/getOrderDateAvailability","2025-11-25T13:40:00.000-0600","3.724","3.7240","3.7240","3.7","4.3",1764102300,"3.7","3.7",slow
"/getOrderDateAvailability","2025-11-25T14:00:00.000-0600","3.5873333333333335","4.6544","4.7461","3.6","4.3",1764102300,"4.7","4.7",slow
"/getOrderDateAvailability","2025-11-25T14:05:00.000-0600","2.43","2.4300","2.4300","2.4","4.3",1764102300,"2.4","2.4",slow
"/getOrderDateAvailability","2025-11-25T14:25:00.000-0600","4.332","4.3320","4.3320","4.3","4.3",1764102300,"4.3","4.3",slow
"/updateuseragreementsinfr","2025-11-17T08:00:00.000-0600","3.732","3.7320","3.7320","3.7","4.2",1764105300,"3.7","3.7",slow
"/updateuseragreementsinfr","2025-11-17T11:10:00.000-0600","4.777","4.7770","4.7770","4.8","4.2",1764105300,"4.8","4.8",slow
"/updateuseragreementsinfr","2025-11-17T14:05:00.000-0600","5.853","5.8530","5.8530","5.9","4.2",1764105300,"5.9","5.9",slow
"/updateuseragreementsinfr","2025-11-17T14:50:00.000-0600","2.65","2.6500","2.6500","2.7","4.2",1764105300,"2.7","2.7",slow
"/updateuseragreementsinfr","2025-11-18T08:20:00.000-0600","3.221","3.2210","3.2210","3.2","4.2",1764105300,"3.2","3.2",slow
"/updateuseragreementsinfr","2025-11-18T08:30:00.000-0600","3.257","3.2570","3.2570","3.3","4.2",1764105300,"3.3","3.3",slow
"/updateuseragreementsinfr","2025-11-18T09:25:00.000-0600","4.106","4.1060","4.1060","4.1","4.2",1764105300,"4.1","4.1",slow
"/updateuseragreementsinfr","2025-11-18T12:45:00.000-0600","4.332","4.3320","4.3320","4.3","4.2",1764105300,"4.3","4.3",slow
"/updateuseragreementsinfr","2025-11-18T12:50:00.000-0600","1.8699999999999999","2.1301","2.1532","1.9","4.2",1764105300,"2.1","2.2",slow
"/updateuseragreementsinfr","2025-11-18T13:15:00.000-0600","3.938","3.9380","3.9380","3.9","4.2",1764105300,"3.9","3.9",slow
"/updateuseragreementsinfr","2025-11-18T14:45:00.000-0600","4.168","4.1680","4.1680","4.2","4.2",1764105300,"4.2","4.2",slow
"/updateuseragreementsinfr","2025-11-18T17:15:00.000-0600","4.623","4.6230","4.6230","4.6","4.2",1764105300,"4.6","4.6",slow
"/updateuseragreementsinfr","2025-11-18T17:20:00.000-0600","2.411","2.4110","2.4110","2.4","4.2",1764105300,"2.4","2.4",slow
"/updateuseragreementsinfr","2025-11-19T09:30:00.000-0600","4.207","4.2070","4.2070","4.2","4.2",1764105300,"4.2","4.2",slow
"/updateuseragreementsinfr","2025-11-19T10:45:00.000-0600","2.109","2.1090","2.1090","2.1","4.2",1764105300,"2.1","2.1",slow
"/updateuseragreementsinfr","2025-11-19T10:50:00.000-0600","1.816","1.8160","1.8160","1.8","4.2",1764105300,"1.8","1.8",slow
"/updateuseragreementsinfr","2025-11-19T11:30:00.000-0600","5.571","5.5710","5.5710","5.6","4.2",1764105300,"5.6","5.6",slow
"/updateuseragreementsinfr","2025-11-19T11:45:00.000-0600","4.8","4.8000","4.8000","4.8","4.2",1764105300,"4.8","4.8",slow
"/updateuseragreementsinfr","2025-11-19T12:10:00.000-0600","2.6825","3.6496","3.7355","2.7","4.2",1764105300,"3.6","3.7",slow
"/updateuseragreementsinfr","2025-11-19T12:15:00.000-0600","3.747","3.7470","3.7470","3.7","4.2",1764105300,"3.7","3.7",slow
"/updateuseragreementsinfr","2025-11-19T12:45:00.000-0600","3.324","3.3240","3.3240","3.3","4.2",1764105300,"3.3","3.3",slow
"/updateuseragreementsinfr","2025-11-19T12:50:00.000-0600","3.725","3.7250","3.7250","3.7","4.2",1764105300,"3.7","3.7",slow
"/updateuseragreementsinfr","2025-11-19T13:30:00.000-0600","4.226","4.2260","4.2260","4.2","4.2",1764105300,"4.2","4.2",slow
"/updateuseragreementsinfr","2025-11-19T14:30:00.000-0600","4.124","4.1240","4.1240","4.1","4.2",1764105300,"4.1","4.1",slow
"/updateuseragreementsinfr","2025-11-19T15:10:00.000-0600","4.112","4.1120","4.1120","4.1","4.2",1764105300,"4.1","4.1",slow
"/updateuseragreementsinfr","2025-11-19T15:25:00.000-0600","3.623","3.6230","3.6230","3.6","4.2",1764105300,"3.6","3.6",slow
"/updateuseragreementsinfr","2025-11-19T15:55:00.000-0600","4.95","4.9500","4.9500","5.0","4.2",1764105300,"5.0","5.0",slow
"/updateuseragreementsinfr","2025-11-19T17:00:00.000-0600","3.242","3.2420","3.2420","3.2","4.2",1764105300,"3.2","3.2",slow
"/updateuseragreementsinfr","2025-11-20T09:00:00.000-0600","3.428","3.4280","3.4280","3.4","4.2",1764105300,"3.4","3.4",slow
"/updateuseragreementsinfr","2025-11-20T10:15:00.000-0600","4.538","4.5380","4.5380","4.5","4.2",1764105300,"4.5","4.5",slow
"/updateuseragreementsinfr","2025-11-20T10:20:00.000-0600","3.019","3.0190","3.0190","3.0","4.2",1764105300,"3.0","3.0",slow
"/updateuseragreementsinfr","2025-11-20T10:50:00.000-0600","3.722","3.7220","3.7220","3.7","4.2",1764105300,"3.7","3.7",slow
"/updateuseragreementsinfr","2025-11-20T11:15:00.000-0600","3.912","3.9120","3.9120","3.9","4.2",1764105300,"3.9","3.9",slow
"/updateuseragreementsinfr","2025-11-20T11:20:00.000-0600","2.6525","3.3189","3.3782","2.7","4.2",1764105300,"3.3","3.4",slow
"/updateuseragreementsinfr","2025-11-20T13:05:00.000-0600","3.419","3.4190","3.4190","3.4","4.2",1764105300,"3.4","3.4",slow
"/updateuseragreementsinfr","2025-11-21T09:10:00.000-0600","5.166","5.1660","5.1660","5.2","4.2",1764105300,"5.2","5.2",slow
"/updateuseragreementsinfr","2025-11-21T11:25:00.000-0600","5.189","5.1890","5.1890","5.2","4.2",1764105300,"5.2","5.2",slow
"/updateuseragreementsinfr","2025-11-21T12:25:00.000-0600","3.384","3.3840","3.3840","3.4","4.2",1764105300,"3.4","3.4",slow
"/updateuseragreementsinfr","2025-11-21T13:05:00.000-0600","3.828","3.8280","3.8280","3.8","4.2",1764105300,"3.8","3.8",slow
"/updateuseragreementsinfr","2025-11-21T13:10:00.000-0600","2.495","2.4950","2.4950","2.5","4.2",1764105300,"2.5","2.5",slow
"/updateuseragreementsinfr","2025-11-21T13:15:00.000-0600","1.761","1.7610","1.7610","1.8","4.2",1764105300,"1.8","1.8",slow
"/updateuseragreementsinfr","2025-11-21T13:20:00.000-0600","3.905","3.9050","3.9050","3.9","4.2",1764105300,"3.9","3.9",slow
"/updateuseragreementsinfr","2025-11-21T13:30:00.000-0600","4.427","4.4270","4.4270","4.4","4.2",1764105300,"4.4","4.4",slow
"/updateuseragreementsinfr","2025-11-21T14:20:00.000-0600","4.2165","4.6526","4.6913","4.2","4.2",1764105300,"4.7","4.7",slow
"/updateuseragreementsinfr","2025-11-21T14:25:00.000-0600","2.4139999999999997","2.5220","2.5316","2.4","4.2",1764105300,"2.5","2.5",slow
"/updateuseragreementsinfr","2025-11-21T14:35:00.000-0600","4.007","4.0070","4.0070","4.0","4.2",1764105300,"4.0","4.0",slow
"/updateuseragreementsinfr","2025-11-21T14:40:00.000-0600","3.371","3.6491","3.6738","3.4","4.2",1764105300,"3.6","3.7",slow
"/updateuseragreementsinfr","2025-11-23T10:30:00.000-0600","5.172","5.1720","5.1720","5.2","4.2",1764105300,"5.2","5.2",slow
"/updateuseragreementsinfr","2025-11-25T15:15:00.000-0600","4.215","4.2150","4.2150","4.2","4.2",1764105300,"4.2","4.2",slow
"/removelocations","2025-11-17T15:20:00.000-0600","3.095","3.0950","3.0950","3.1","4.1",1764105900,"3.1","3.1",slow
"/removelocations","2025-11-18T10:40:00.000-0600","7.006","7.0060","7.0060","7.0","4.1",1764105900,"7.0","7.0",slow
"/removelocations","2025-11-18T11:25:00.000-0600","1.9595","2.3330","2.3802","2.0","4.1",1764105900,"2.3","2.4",slow
"/removelocations","2025-11-18T11:35:00.000-0600","2.357","2.6387","2.6637","2.4","4.1",1764105900,"2.6","2.7",slow
"/removelocations","2025-11-18T13:00:00.000-0600","2.973","2.9730","2.9730","3.0","4.1",1764105900,"3.0","3.0",slow
"/removelocations","2025-11-18T16:05:00.000-0600","4.119","4.1190","4.1190","4.1","4.1",1764105900,"4.1","4.1",slow
"/removelocations","2025-11-18T16:35:00.000-0600","7.348","7.3480","7.3480","7.3","4.1",1764105900,"7.3","7.3",slow
"/removelocations","2025-11-18T16:50:00.000-0600","5.607","5.6070","5.6070","5.6","4.1",1764105900,"5.6","5.6",slow
"/removelocations","2025-11-19T08:30:00.000-0600","4.514","4.5140","4.5140","4.5","4.1",1764105900,"4.5","4.5",slow
"/removelocations","2025-11-19T09:35:00.000-0600","4.14","4.1400","4.1400","4.1","4.1",1764105900,"4.1","4.1",slow
"/removelocations","2025-11-19T10:25:00.000-0600","2.592","2.5920","2.5920","2.6","4.1",1764105900,"2.6","2.6",slow
"/removelocations","2025-11-19T11:30:00.000-0600","3.322","3.3220","3.3220","3.3","4.1",1764105900,"3.3","3.3",slow
"/removelocations","2025-11-19T14:35:00.000-0600","3.05","3.0500","3.0500","3.1","4.1",1764105900,"3.1","3.1",slow
"/removelocations","2025-11-20T10:30:00.000-0600","2.828","2.8280","2.8280","2.8","4.1",1764105900,"2.8","2.8",slow
"/removelocations","2025-11-20T10:45:00.000-0600","4.404","4.4040","4.4040","4.4","4.1",1764105900,"4.4","4.4",slow
"/removelocations","2025-11-20T10:55:00.000-0600","2.1485","2.2516","2.2607","2.1","4.1",1764105900,"2.3","2.3",slow
"/removelocations","2025-11-20T11:20:00.000-0600","2.838","2.8380","2.8380","2.8","4.1",1764105900,"2.8","2.8",slow
"/removelocations","2025-11-20T11:25:00.000-0600","1.581","1.6656","1.6731","1.6","4.1",1764105900,"1.7","1.7",slow
"/removelocations","2025-11-20T11:30:00.000-0600","1.832","1.8320","1.8320","1.8","4.1",1764105900,"1.8","1.8",slow
"/removelocations","2025-11-20T12:45:00.000-0600","2.1515","2.5201","2.5528","2.2","4.1",1764105900,"2.5","2.6",slow
"/removelocations","2025-11-20T14:55:00.000-0600","3.937","3.9370","3.9370","3.9","4.1",1764105900,"3.9","3.9",slow
"/removelocations","2025-11-20T15:05:00.000-0600","7.071","7.0710","7.0710","7.1","4.1",1764105900,"7.1","7.1",slow
"/removelocations","2025-11-21T10:05:00.000-0600","7.236","7.2360","7.2360","7.2","4.1",1764105900,"7.2","7.2",slow
"/removelocations","2025-11-21T10:35:00.000-0600","6.103","6.1030","6.1030","6.1","4.1",1764105900,"6.1","6.1",slow
"/removelocations","2025-11-23T11:55:00.000-0600","6.491","6.4910","6.4910","6.5","4.1",1764105900,"6.5","6.5",slow
"/removelocations","2025-11-25T13:55:00.000-0600","5.029","5.0290","5.0290","5.0","4.1",1764105900,"5.0","5.0",slow
"/removelocations","2025-11-25T15:25:00.000-0600","4.055","4.0550","4.0550","4.1","4.1",1764105900,"4.1","4.1",slow
"/sendRegistrationConfirmationEmail","2025-11-17T08:00:00.000-0600","4.592","4.5920","4.5920","4.6","3.1",1764105300,"4.6","4.6",slow
"/sendRegistrationConfirmationEmail","2025-11-17T11:10:00.000-0600","2.441","2.4410","2.4410","2.4","3.1",1764105300,"2.4","2.4",slow
"/sendRegistrationConfirmationEmail","2025-11-17T14:05:00.000-0600","3.505","3.5050","3.5050","3.5","3.1",1764105300,"3.5","3.5",slow
"/sendRegistrationConfirmationEmail","2025-11-17T14:50:00.000-0600","1.549","1.5490","1.5490","1.5","3.1",1764105300,"1.5","1.5",slow
"/sendRegistrationConfirmationEmail","2025-11-18T08:25:00.000-0600","3.832","3.8320","3.8320","3.8","3.1",1764105300,"3.8","3.8",slow
"/sendRegistrationConfirmationEmail","2025-11-18T08:30:00.000-0600","2.691","2.6910","2.6910","2.7","3.1",1764105300,"2.7","2.7",slow
"/sendRegistrationConfirmationEmail","2025-11-18T09:25:00.000-0600","3.928","3.9280","3.9280","3.9","3.1",1764105300,"3.9","3.9",slow
"/sendRegistrationConfirmationEmail","2025-11-18T12:45:00.000-0600","3.423","3.4230","3.4230","3.4","3.1",1764105300,"3.4","3.4",slow
"/sendRegistrationConfirmationEmail","2025-11-18T12:50:00.000-0600","1.218","1.42410","1.44242","1.2","3.1",1764105300,"1.4","1.4",slow
"/sendRegistrationConfirmationEmail","2025-11-18T13:15:00.000-0600","2.948","2.9480","2.9480","2.9","3.1",1764105300,"2.9","2.9",slow
"/sendRegistrationConfirmationEmail","2025-11-18T14:45:00.000-0600","2.617","2.6170","2.6170","2.6","3.1",1764105300,"2.6","2.6",slow
"/sendRegistrationConfirmationEmail","2025-11-18T17:15:00.000-0600","3.739","3.7390","3.7390","3.7","3.1",1764105300,"3.7","3.7",slow
"/sendRegistrationConfirmationEmail","2025-11-18T17:20:00.000-0600","1.369","1.3690","1.3690","1.4","3.1",1764105300,"1.4","1.4",slow
"/sendRegistrationConfirmationEmail","2025-11-19T09:30:00.000-0600","3.715","3.7150","3.7150","3.7","3.1",1764105300,"3.7","3.7",slow
"/sendRegistrationConfirmationEmail","2025-11-19T10:45:00.000-0600","1.245","1.2450","1.2450","1.2","3.1",1764105300,"1.2","1.2",slow
"/sendRegistrationConfirmationEmail","2025-11-19T10:50:00.000-0600","1.268","1.2680","1.2680","1.3","3.1",1764105300,"1.3","1.3",slow
"/sendRegistrationConfirmationEmail","2025-11-19T11:30:00.000-0600","4.398","4.3980","4.3980","4.4","3.1",1764105300,"4.4","4.4",slow
"/sendRegistrationConfirmationEmail","2025-11-19T11:45:00.000-0600","3.802","3.8020","3.8020","3.8","3.1",1764105300,"3.8","3.8",slow
"/sendRegistrationConfirmationEmail","2025-11-19T12:10:00.000-0600","2.2355","2.9974","3.0651","2.2","3.1",1764105300,"3.0","3.1",slow
"/sendRegistrationConfirmationEmail","2025-11-19T12:15:00.000-0600","2.791","2.7910","2.7910","2.8","3.1",1764105300,"2.8","2.8",slow
"/sendRegistrationConfirmationEmail","2025-11-19T12:45:00.000-0600","3.386","3.3860","3.3860","3.4","3.1",1764105300,"3.4","3.4",slow
"/sendRegistrationConfirmationEmail","2025-11-19T12:50:00.000-0600","2.999","2.9990","2.9990","3.0","3.1",1764105300,"3.0","3.0",slow
"/sendRegistrationConfirmationEmail","2025-11-19T13:30:00.000-0600","3.169","3.1690","3.1690","3.2","3.1",1764105300,"3.2","3.2",slow
"/sendRegistrationConfirmationEmail","2025-11-19T14:30:00.000-0600","3.315","3.3150","3.3150","3.3","3.1",1764105300,"3.3","3.3",slow
"/sendRegistrationConfirmationEmail","2025-11-19T15:10:00.000-0600","2.943","2.9430","2.9430","2.9","3.1",1764105300,"2.9","2.9",slow
"/sendRegistrationConfirmationEmail","2025-11-19T15:25:00.000-0600","3.132","3.1320","3.1320","3.1","3.1",1764105300,"3.1","3.1",slow
"/sendRegistrationConfirmationEmail","2025-11-19T15:55:00.000-0600","3.066","3.0660","3.0660","3.1","3.1",1764105300,"3.1","3.1",slow
"/sendRegistrationConfirmationEmail","2025-11-19T17:00:00.000-0600","3.525","3.5250","3.5250","3.5","3.1",1764105300,"3.5","3.5",slow
"/sendRegistrationConfirmationEmail","2025-11-20T09:00:00.000-0600","3.449","3.4490","3.4490","3.4","3.1",1764105300,"3.4","3.4",slow
"/sendRegistrationConfirmationEmail","2025-11-20T10:15:00.000-0600","3.154","3.1540","3.1540","3.2","3.1",1764105300,"3.2","3.2",slow
"/sendRegistrationConfirmationEmail","2025-11-20T10:20:00.000-0600","2.394","2.3940","2.3940","2.4","3.1",1764105300,"2.4","2.4",slow
"/sendRegistrationConfirmationEmail","2025-11-20T10:50:00.000-0600","3.596","3.5960","3.5960","3.6","3.1",1764105300,"3.6","3.6",slow
"/sendRegistrationConfirmationEmail","2025-11-20T11:15:00.000-0600","3.387","3.3870","3.3870","3.4","3.1",1764105300,"3.4","3.4",slow
"/sendRegistrationConfirmationEmail","2025-11-20T11:20:00.000-0600","1.6320000000000001","2.1189","2.1622","1.6","3.1",1764105300,"2.1","2.2",slow
"/sendRegistrationConfirmationEmail","2025-11-20T13:05:00.000-0600","3.913","3.9130","3.9130","3.9","3.1",1764105300,"3.9","3.9",slow
"/sendRegistrationConfirmationEmail","2025-11-21T09:10:00.000-0600","3.792","3.7920","3.7920","3.8","3.1",1764105300,"3.8","3.8",slow
"/sendRegistrationConfirmationEmail","2025-11-21T11:25:00.000-0600","2.601","2.6010","2.6010","2.6","3.1",1764105300,"2.6","2.6",slow
"/sendRegistrationConfirmationEmail","2025-11-21T12:25:00.000-0600","3.261","3.2610","3.2610","3.3","3.1",1764105300,"3.3","3.3",slow
"/sendRegistrationConfirmationEmail","2025-11-21T13:05:00.000-0600","2.518","2.5180","2.5180","2.5","3.1",1764105300,"2.5","2.5",slow
"/sendRegistrationConfirmationEmail","2025-11-21T13:10:00.000-0600","1.809","1.8090","1.8090","1.8","3.1",1764105300,"1.8","1.8",slow
"/sendRegistrationConfirmationEmail","2025-11-21T13:15:00.000-0600","1.358","1.3580","1.3580","1.4","3.1",1764105300,"1.4","1.4",slow
"/sendRegistrationConfirmationEmail","2025-11-21T13:20:00.000-0600","2.597","2.5970","2.5970","2.6","3.1",1764105300,"2.6","2.6",slow
"/sendRegistrationConfirmationEmail","2025-11-21T13:30:00.000-0600","2.907","2.9070","2.9070","2.9","3.1",1764105300,"2.9","2.9",slow
"/sendRegistrationConfirmationEmail","2025-11-21T14:20:00.000-0600","2.737","2.7676","2.7703","2.7","3.1",1764105300,"2.8","2.8",slow
"/sendRegistrationConfirmationEmail","2025-11-21T14:25:00.000-0600","1.7685","1.9355","1.9503","1.8","3.1",1764105300,"1.9","2.0",slow
"/sendRegistrationConfirmationEmail","2025-11-21T14:35:00.000-0600","3.101","3.1010","3.1010","3.1","3.1",1764105300,"3.1","3.1",slow
"/sendRegistrationConfirmationEmail","2025-11-21T14:40:00.000-0600","2.113","2.7835","2.8431","2.1","3.1",1764105300,"2.8","2.8",slow
"/sendRegistrationConfirmationEmail","2025-11-23T10:30:00.000-0600","2.769","2.7690","2.7690","2.8","3.1",1764105300,"2.8","2.8",slow
"/sendRegistrationConfirmationEmail","2025-11-25T15:15:00.000-0600","3.079","3.0790","3.0790","3.1","3.1",1764105300,"3.1","3.1",slow
"/getaddressautosuggest","2025-11-17T08:35:00.000-0600","6.767","6.7670","6.7670","6.8","3.0",1764107700,"6.8","6.8",slow
"/getaddressautosuggest","2025-11-17T08:40:00.000-0600","1.008","1.0080","1.0080","1.0","3.0",1764107700,"1.0","1.0",slow
"/getaddressautosuggest","2025-11-17T15:25:00.000-0600","1.7703333333333335","3.35490","3.55738","1.8","3.0",1764107700,"3.4","3.6",slow
"/getaddressautosuggest","2025-11-18T08:35:00.000-0600","0.9755714285714285","2.34040","2.74648","1.0","3.0",1764107700,"2.3","2.7",slow
"/getaddressautosuggest","2025-11-18T08:40:00.000-0600","0.912","0.91200","0.91200","0.9","3.0",1764107700,"0.9","0.9",slow
"/getaddressautosuggest","2025-11-18T11:25:00.000-0600","3.044","3.0440","3.0440","3.0","3.0",1764107700,"3.0","3.0",slow
"/getaddressautosuggest","2025-11-18T11:30:00.000-0600","1.878","1.8780","1.8780","1.9","3.0",1764107700,"1.9","1.9",slow
"/getaddressautosuggest","2025-11-18T11:35:00.000-0600","0.5666","0.98620","1.06604","0.6","3.0",1764107700,"1.0","1.1",slow
"/getaddressautosuggest","2025-11-18T11:40:00.000-0600","1.38","1.3800","1.3800","1.4","3.0",1764107700,"1.4","1.4",slow
"/getaddressautosuggest","2025-11-18T13:05:00.000-0600","1.5751666666666668","3.23575","3.67115","1.6","3.0",1764107700,"3.2","3.7",slow
"/getaddressautosuggest","2025-11-18T15:15:00.000-0600","2.576","2.5760","2.5760","2.6","3.0",1764107700,"2.6","2.6",slow
"/getaddressautosuggest","2025-11-18T16:00:00.000-0600","2.822","2.8220","2.8220","2.8","3.0",1764107700,"2.8","2.8",slow
"/getaddressautosuggest","2025-11-18T16:05:00.000-0600","2.1795","3.35985","3.46477","2.2","3.0",1764107700,"3.4","3.5",slow
"/getaddressautosuggest","2025-11-18T17:20:00.000-0600","5.346","5.3460","5.3460","5.3","3.0",1764107700,"5.3","5.3",slow
"/getaddressautosuggest","2025-11-19T07:35:00.000-0600","2.652","2.6520","2.6520","2.7","3.0",1764107700,"2.7","2.7",slow
"/getaddressautosuggest","2025-11-19T08:50:00.000-0600","0.312","0.31200","0.31200","0.3","3.0",1764107700,"0.3","0.3",slow
"/getaddressautosuggest","2025-11-19T10:45:00.000-0600","3.981","3.9810","3.9810","4.0","3.0",1764107700,"4.0","4.0",slow
"/getaddressautosuggest","2025-11-19T10:55:00.000-0600","2.926","2.9260","2.9260","2.9","3.0",1764107700,"2.9","2.9",slow
"/getaddressautosuggest","2025-11-19T11:55:00.000-0600","2.813","2.8130","2.8130","2.8","3.0",1764107700,"2.8","2.8",slow
"/getaddressautosuggest","2025-11-19T12:05:00.000-0600","0.5105","0.61175","0.62075","0.5","3.0",1764107700,"0.6","0.6",slow
"/getaddressautosuggest","2025-11-19T12:10:00.000-0600","0.9469999999999998","1.65840","1.79968","0.9","3.0",1764107700,"1.7","1.8",slow
"/getaddressautosuggest","2025-11-19T14:35:00.000-0600","3.791","3.7910","3.7910","3.8","3.0",1764107700,"3.8","3.8",slow
"/getaddressautosuggest","2025-11-19T15:25:00.000-0600","1.0328000000000002","3.09800","3.63240","1.0","3.0",1764107700,"3.1","3.6",slow
"/getaddressautosuggest","2025-11-19T15:40:00.000-0600","1.7205","2.61555","2.69511","1.7","3.0",1764107700,"2.6","2.7",slow
"/getaddressautosuggest","2025-11-19T15:55:00.000-0600","2.836","2.8360","2.8360","2.8","3.0",1764107700,"2.8","2.8",slow
"/getaddressautosuggest","2025-11-19T16:00:00.000-0600","3.599","3.5990","3.5990","3.6","3.0",1764107700,"3.6","3.6",slow
"/getaddressautosuggest","2025-11-19T16:05:00.000-0600","0.8104999999999999","1.46510","1.87782","0.8","3.0",1764107700,"1.5","1.9",slow
"/getaddressautosuggest","2025-11-19T16:20:00.000-0600","1.8258750000000001","4.73190","4.98558","1.8","3.0",1764107700,"4.7","5.0",slow
"/getaddressautosuggest","2025-11-19T16:25:00.000-0600","2.6345","4.12985","4.26277","2.6","3.0",1764107700,"4.1","4.3",slow
"/getaddressautosuggest","2025-11-20T10:15:00.000-0600","3.5705","3.6304","3.6357","3.6","3.0",1764107700,"3.6","3.6",slow
"/getaddressautosuggest","2025-11-20T10:50:00.000-0600","0.329","0.32900","0.32900","0.3","3.0",1764107700,"0.3","0.3",slow
"/getaddressautosuggest","2025-11-20T10:55:00.000-0600","0.7827999999999999","1.12360","1.14952","0.8","3.0",1764107700,"1.1","1.1",slow
"/getaddressautosuggest","2025-11-20T11:15:00.000-0600","3.853","3.8530","3.8530","3.9","3.0",1764107700,"3.9","3.9",slow
"/getaddressautosuggest","2025-11-20T11:20:00.000-0600","2.587","2.5870","2.5870","2.6","3.0",1764107700,"2.6","2.6",slow
"/getaddressautosuggest","2025-11-20T11:25:00.000-0600","1.0070000000000001","1.42400","1.43120","1.0","3.0",1764107700,"1.4","1.4",slow
"/getaddressautosuggest","2025-11-20T11:35:00.000-0600","0.99","1.07370","1.08114","1.0","3.0",1764107700,"1.1","1.1",slow
"/getaddressautosuggest","2025-11-20T12:50:00.000-0600","0.699","0.69900","0.69900","0.7","3.0",1764107700,"0.7","0.7",slow
